Year,Exporting country,Importing country,Product,Value of the trade flow (thousands current USD),Quantity (in metric tons),description,Product category,hs4,hs2
2019,Fiji,Christmas Isds,Articles of iron or steel,8.586,12.277,"Iron or steel wire: grill, netting and fencing, welded at the intersection, n.e.c. in item no. 7314.20, (other than plated or coated with zinc)",731439,7314,73
2019,Fiji,Christmas Isds,Articles of iron or steel,9.826,33.866,"Iron or steel wire: grill, netting and fencing, coated with materials other than zinc or plastic",731449,7314,73
2019,Fiji,Christmas Isds,Articles of iron or steel,0.286,0.235,"Chain: n.e.c. in heading no. 7315, of iron or steel",731589,7315,73
2019,Fiji,Christmas Isds,Articles of iron or steel,6.449,5.597,"Iron or steel: nails, tacks, drawing pins, corrugated nails, staples (not those of heading no. 8305) and the like, with heads of other material or not, but excluding articles with heads of copper",731700,7317,73
2019,Fiji,Christmas Isds,Articles of iron or steel,3.705,8.287,"Iron or steel: threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",731815,7318,73
2019,Fiji,Christmas Isds,Articles of iron or steel,0.372,0.25,"Iron or steel: threaded screws, bolts and nuts n.e.c. in item no. 7318.1",731819,7318,73
2019,Fiji,Christmas Isds,Articles of iron or steel,0.149,0.389,Iron or steel: non-threaded rivets,731823,7318,73
2019,Fiji,Christmas Isds,Articles of iron or steel,0.267,0.235,"Steel: sinks and wash basins, of stainless steel",732410,7324,73
2019,Fiji,Christmas Isds,Articles of iron or steel,0.02,0.005,Iron (other than cast) or steel: baths,732429,7324,73
2019,Fiji,Christmas Isds,Articles of iron or steel,0.037,0.074,Iron: articles of non-malleable cast iron,732510,7325,73
2019,Fiji,Christmas Isds,Articles of iron or steel,0.093,0.025,"Iron or steel: cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",732599,7325,73
2019,Fiji,Christmas Isds,Articles of iron or steel,6.763,9.314,Iron or steel: articles n.e.c. in heading 7326,732690,7326,73
2019,Fiji,Cook Isds,Articles of iron or steel,2.316,1.0,"Iron or steel: structures and parts thereof, doors, windows and their frames and thresholds for doors",730830,7308,73
2019,Fiji,Cook Isds,Articles of iron or steel,8.418,2.0,"Iron or steel: structures and parts thereof, n.e.c. in heading 7308",730890,7308,73
2019,Fiji,Cook Isds,Articles of iron or steel,1.178,1.09,"Iron or steel: plaited bands, slings and the like, not electrically insulated",731290,7312,73
2019,Fiji,Cook Isds,Articles of iron or steel,2.114,1.0,"Iron of steel: barbed wire, twisted hoop or single flat wire and loosely twisted double wire, used for fencing",731300,7313,73
2019,Fiji,Cook Isds,Articles of iron or steel,35.661,31.837,"Iron or steel wire: grill, netting and fencing, welded at intersections, of wire with a maximum cross-sectional dimension of 3mm or more and mesh size 100cm2 or more",731420,7314,73
2019,Fiji,Cook Isds,Articles of iron or steel,10.082,4.64,"Iron or steel wire: grill, netting and fencing, plated or coated with zinc",731441,7314,73
2019,Fiji,Cook Isds,Articles of iron or steel,16.859,7.845,"Iron or steel wire: grill, netting and fencing, coated with materials other than zinc or plastic",731449,7314,73
2019,Fiji,Cook Isds,Articles of iron or steel,1.74,2.95,Iron or steel: expanded metal,731450,7314,73
2019,Fiji,Cook Isds,Articles of iron or steel,12.032,6.701,"Iron or steel: nails, tacks, drawing pins, corrugated nails, staples (not those of heading no. 8305) and the like, with heads of other material or not, but excluding articles with heads of copper",731700,7317,73
2019,Fiji,Cook Isds,Articles of iron or steel,2.189,4.975,"Iron or steel: threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",731815,7318,73
2019,Fiji,Cook Isds,Articles of iron or steel,16.015,2.285,"Cooking appliances and plate warmers: for gas fuel or for both gas and other fuels, of iron or steel",732111,7321,73
2019,Fiji,Cook Isds,Articles of iron or steel,0.025,0.004,"Iron or steel: wool, pot scourers and scouring or polishing pads, gloves and the like",732310,7323,73
2019,Fiji,Cook Isds,Articles of iron or steel,3.111,0.198,"Steel, stainless: table, kitchen and other household articles and parts thereof",732393,7323,73
2019,Fiji,Cook Isds,Articles of iron or steel,23.834,9.93,Iron or steel: articles n.e.c. in heading 7326,732690,7326,73
2019,Fiji,France,Articles of iron or steel,25.802,2.77,Iron or steel: articles n.e.c. in heading 7326,732690,7326,73
2019,Fiji,French Polynesia,Articles of iron or steel,13.841,6.133,"Iron or steel: nails, tacks, drawing pins, corrugated nails, staples (not those of heading no. 8305) and the like, with heads of other material or not, but excluding articles with heads of copper",731700,7317,73
2019,Fiji,Germany,Articles of iron or steel,1.096,0.011,Iron or steel: helical springs and leaves for springs,732020,7320,73
2019,Fiji,Kiribati,Articles of iron or steel,0.489,0.021,"Cast iron: tubes, pipes and hollow profiles",730300,7303,73
2019,Fiji,Kiribati,Articles of iron or steel,29.484,6.956,"Iron or steel (excluding cast iron): seamless, line pipe of a kind used for oil or gas pipelines, of stainless steel",730411,7304,73
2019,Fiji,Kiribati,Articles of iron or steel,0.324,0.4,"Steel, stainless: cold-drawn or cold-rolled (cold-reduced), tubes and pipes of circular cross-section",730441,7304,73
2019,Fiji,Kiribati,Articles of iron or steel,1.522,0.78,"Iron or steel (excluding cast iron): tubes and pipes n.e.c. in heading no. 7305, having circular cross-sections, external diameter exceeds 406.4mm, (not seamless)",730590,7305,73
2019,Fiji,Kiribati,Articles of iron or steel,2.868,2.087,"Steel: stainless: line pipe of a kind used for oil or gas pipelines n.e.c. in chapter 73, welded, (not seamless)",730611,7306,73
2019,Fiji,Kiribati,Articles of iron or steel,4.62,2.0,"Steel, stainless: tubes, pipes and hollow profiles, welded, of circular cross-section, n.e.c. in chapter 73",730640,7306,73
2019,Fiji,Kiribati,Articles of iron or steel,2.082,1.224,"Iron or steel (excluding cast iron): tubes, pipes and hollow profiles (not seamless), welded, of square or rectangular cross-section, n.e.c. in chapter 73",730661,7306,73
2019,Fiji,Kiribati,Articles of iron or steel,24.487,24.557,"Iron or steel (excluding cast iron): tubes, pipes and hollow profiles (not seamless), n.e.c. in chapter 73",730690,7306,73
2019,Fiji,Kiribati,Articles of iron or steel,0.832,0.605,"Steel, stainless: tube or pipe fittings, n.e.c. in item no. 7307.2",730729,7307,73
2019,Fiji,Kiribati,Articles of iron or steel,9.612,4.139,"Iron or steel: tube or pipe fittings, n.e.c. in item no. 7307.9, other than stainless steel",730799,7307,73
2019,Fiji,Kiribati,Articles of iron or steel,8.462,0.95,"Iron or steel: structures and parts thereof, bridges and bridge-sections",730810,7308,73
2019,Fiji,Kiribati,Articles of iron or steel,1.445,0.093,"Iron or steel: structures and parts thereof, doors, windows and their frames and thresholds for doors",730830,7308,73
2019,Fiji,Kiribati,Articles of iron or steel,20.58,16.1,"Iron or steel: structures and parts thereof, n.e.c. in heading 7308",730890,7308,73
2019,Fiji,Kiribati,Articles of iron or steel,0.787,0.96,"Reservoirs, tanks, vats and similar containers: for any material (excluding compressed or liquefied gas), of iron or steel, capacity exceeding 300l, whether or not lined or heat insulated",730900,7309,73
2019,Fiji,Kiribati,Articles of iron or steel,0.012,0.003,"Cans: which are to be closed by soldering or crimping, for any material (excluding compressed or liquefied gas), less than 50l capacity, of iron or steel",731021,7310,73
2019,Fiji,Kiribati,Articles of iron or steel,0.101,0.02,"Tanks, casks, drums, boxes and similar containers for any material (excluding compressed or liquefied gas) less than 50l capacity, n.e.c. in item no. 7310.2, of iron or steel",731029,7310,73
2019,Fiji,Kiribati,Articles of iron or steel,0.475,0.16,"Containers for compressed or liquefied gas, of iron or steel",731100,7311,73
2019,Fiji,Kiribati,Articles of iron or steel,0.005,0.01,"Iron or steel: stranded wire, ropes and cables, not electrically insulated",731210,7312,73
2019,Fiji,Kiribati,Articles of iron or steel,0.446,0.345,"Iron or steel: plaited bands, slings and the like, not electrically insulated",731290,7312,73
2019,Fiji,Kiribati,Articles of iron or steel,2.436,1.35,"Iron of steel: barbed wire, twisted hoop or single flat wire and loosely twisted double wire, used for fencing",731300,7313,73
2019,Fiji,Kiribati,Articles of iron or steel,6.277,7.1,"Iron or steel: woven cloth, other than of stainless steel",731419,7314,73
2019,Fiji,Kiribati,Articles of iron or steel,24.066,17.083,"Iron or steel wire: grill, netting and fencing, welded at intersections, of wire with a maximum cross-sectional dimension of 3mm or more and mesh size 100cm2 or more",731420,7314,73
2019,Fiji,Kiribati,Articles of iron or steel,12.61,2.37,"Iron or steel wire: grill, netting and fencing, welded at the intersection, n.e.c. in item no. 7314.20, (other than plated or coated with zinc)",731439,7314,73
2019,Fiji,Kiribati,Articles of iron or steel,13.633,5.4,"Iron or steel wire: grill, netting and fencing, plated or coated with zinc",731441,7314,73
2019,Fiji,Kiribati,Articles of iron or steel,4.062,1.722,"Iron or steel wire: grill, netting and fencing, coated with plastic",731442,7314,73
2019,Fiji,Kiribati,Articles of iron or steel,32.268,26.244,"Iron or steel wire: grill, netting and fencing, coated with materials other than zinc or plastic",731449,7314,73
2019,Fiji,Kiribati,Articles of iron or steel,39.137,20.24,Iron or steel: expanded metal,731450,7314,73
2019,Fiji,Kiribati,Articles of iron or steel,12.599,4.769,"Chain: articulated link, (other than roller), of iron or steel",731512,7315,73
2019,Fiji,Kiribati,Articles of iron or steel,2.514,0.9,"Chain: articulated link parts, of iron or steel",731519,7315,73
2019,Fiji,Kiribati,Articles of iron or steel,8.018,5.659,"Chain: n.e.c. in heading no. 7315, of iron or steel",731589,7315,73
2019,Fiji,Kiribati,Articles of iron or steel,102.028,54.23,"Iron or steel: nails, tacks, drawing pins, corrugated nails, staples (not those of heading no. 8305) and the like, with heads of other material or not, but excluding articles with heads of copper",731700,7317,73
2019,Fiji,Kiribati,Articles of iron or steel,0.111,0.038,Iron or steel: threaded self-tapping screws,731814,7318,73
2019,Fiji,Kiribati,Articles of iron or steel,14.827,5.036,"Iron or steel: threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",731815,7318,73
2019,Fiji,Kiribati,Articles of iron or steel,0.033,0.028,Iron or steel: threaded nuts,731816,7318,73
2019,Fiji,Kiribati,Articles of iron or steel,2.601,2.01,"Iron or steel: threaded screws, bolts and nuts n.e.c. in item no. 7318.1",731819,7318,73
2019,Fiji,Kiribati,Articles of iron or steel,0.439,0.6,"Iron or steel: non-threaded washers, excluding spring and lock",731822,7318,73
2019,Fiji,Kiribati,Articles of iron or steel,0.323,0.008,Iron or steel: non-threaded rivets,731823,7318,73
2019,Fiji,Kiribati,Articles of iron or steel,0.362,0.502,"Iron or steel: non-threaded articles, n.e.c. in item no. 7318.2",731829,7318,73
2019,Fiji,Kiribati,Articles of iron or steel,0.27,0.027,"Sewing and knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, not elsewhere specified or included, of iron or steel",731990,7319,73
2019,Fiji,Kiribati,Articles of iron or steel,8.765,1.25,"Cooking appliances and plate warmers: for gas fuel or for both gas and other fuels, of iron or steel",732111,7321,73
2019,Fiji,Kiribati,Articles of iron or steel,19.921,,"Cooking appliances and plate warmers: for liquid fuel, of iron or steel",732112,7321,73
2019,Fiji,Kiribati,Articles of iron or steel,3.058,0.405,"Domestic appliances: non-electric, (other than cookers and plate warmers), for gas fuel or for both gas and other fuels, of iron or steel",732181,7321,73
2019,Fiji,Kiribati,Articles of iron or steel,0.417,0.06,"Domestic appliances: non-electric, parts thereof, of iron or steel",732190,7321,73
2019,Fiji,Kiribati,Articles of iron or steel,1.783,0.16,"Steel, stainless: table, kitchen and other household articles and parts thereof",732393,7323,73
2019,Fiji,Kiribati,Articles of iron or steel,0.146,0.148,"Iron or steel: table, kitchen and other household articles and parts thereof, of iron or steel n.e.c. in heading no. 7323",732399,7323,73
2019,Fiji,Kiribati,Articles of iron or steel,4.157,6.353,"Steel: sinks and wash basins, of stainless steel",732410,7324,73
2019,Fiji,Kiribati,Articles of iron or steel,0.038,0.001,Iron (other than cast) or steel: baths,732429,7324,73
2019,Fiji,Kiribati,Articles of iron or steel,1.932,0.03,"Iron or steel: sanitary ware and parts thereof, excluding sinks, wash basins and baths",732490,7324,73
2019,Fiji,Kiribati,Articles of iron or steel,0.065,0.005,Iron: articles of non-malleable cast iron,732510,7325,73
2019,Fiji,Kiribati,Articles of iron or steel,1.622,0.135,"Iron or steel: articles n.e.c. in item no. 7326.11, forged or stamped, but not further worked",732619,7326,73
2019,Fiji,Kiribati,Articles of iron or steel,0.108,0.5,Iron or steel: wire articles,732620,7326,73
2019,Fiji,Kiribati,Articles of iron or steel,91.685,30.119,Iron or steel: articles n.e.c. in heading 7326,732690,7326,73
2019,Fiji,Guam,Articles of iron or steel,1.39,0.017,"Iron or steel wire: grill, netting and fencing, welded at the intersection, n.e.c. in item no. 7314.20, (other than plated or coated with zinc)",731439,7314,73
2019,Fiji,"China, Hong Kong SAR",Articles of iron or steel,0.503,0.047,"Steel, stainless: table, kitchen and other household articles and parts thereof",732393,7323,73
2019,Fiji,"China, Hong Kong SAR",Articles of iron or steel,0.286,0.053,"Iron or steel: table, kitchen and other household articles and parts thereof, of iron or steel n.e.c. in heading no. 7323",732399,7323,73
2019,Fiji,"China, Hong Kong SAR",Articles of iron or steel,1.822,0.011,Iron or steel: articles n.e.c. in heading 7326,732690,7326,73
2019,Fiji,Ireland,Articles of iron or steel,0.159,0.004,Iron or steel: articles n.e.c. in heading 7326,732690,7326,73
2019,Fiji,Japan,Articles of iron or steel,0.722,0.133,"Steel, stainless: table, kitchen and other household articles and parts thereof",732393,7323,73
2019,Fiji,Rep. of Korea,Articles of iron or steel,0.752,0.61,"Iron or steel: nails, tacks, drawing pins, corrugated nails, staples (not those of heading no. 8305) and the like, with heads of other material or not, but excluding articles with heads of copper",731700,7317,73
2019,Fiji,Rep. of Korea,Articles of iron or steel,0.756,0.04,Iron or steel: articles n.e.c. in heading 7326,732690,7326,73
2019,Fiji,"Other Asia, nes",Articles of iron or steel,0.695,30.0,Iron or steel: articles n.e.c. in heading 7326,732690,7326,73
2019,Fiji,Nauru,Articles of iron or steel,0.043,0.02,"Iron or steel (excluding cast iron): tubes, pipes and hollow profiles (not seamless), n.e.c. in chapter 73",730690,7306,73
2019,Fiji,Nauru,Articles of iron or steel,0.291,0.015,"Iron or steel: tube or pipe fittings, n.e.c. in item no. 7307.9, other than stainless steel",730799,7307,73
2019,Fiji,Nauru,Articles of iron or steel,2.198,0.2,"Iron or steel: structures and parts thereof, doors, windows and their frames and thresholds for doors",730830,7308,73
